TIME,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-0.03258974183292262,4.984674561616154,48.08956442512058,0.24425,0.05675,0.00071,-0.006680486436986829,4.000000000000352e-05,3.4158359160565412,-5.689735612773182e-144,1.266620624980376e-143,6.925109381825701e-143,,,,-4.172324691217298e-147,-3.2439174265936066e-145,4.2104069119101004e-144,0.0,0.0,0.0,0.0,-0.0,0.0,48.34722586844377,7.062945467105676e-143,1764,2760,2932,2980,2980
0.00083,-0.025119882984663767,4.981176054844309,48.06897262199182,0.2443,0.05705,0.00071,-0.006702895867614435,4.0000000000003534e-05,3.426919475634892,-4.833222643571258e-144,2.101340300266849e-143,8.155291394968101e-143,,,,-3.2687098823013964e-147,-2.544172314869881e-145,3.3021701371807897e-144,-2.3494453907611684e-06,0.0004057247273720302,0.003914758280993517,-4.2840541505316666e-148,-1.371147412082024e-147,6.139457362244408e-147,48.32637866457277,8.435520683727214e-143,1764,2760,2932,2980,2980
0.00167,-0.017884974096119437,4.977563371032727,48.04878010977993,0.24498,0.05712,0.00071,-0.006724215925369273,4.000000000000356e-05,3.4374715099882,-3.2104052600908516e-144,2.9266772815798306e-143,8.810085846379903e-143,,,,-1.7598410753740013e-147,-1.374292064537756e-145,1.783725014003064e-144,-4.1213315122035986e-06,0.0008160447091970159,0.007875001929047977,-7.598189719398528e-148,-3.4427912161544933e-147,1.3129532093224613e-146,48.30591813663134,9.28903221818286e-143,1764,2760,2932,2980,2980
0.0025,-0.011122858844453387,4.973859420068642,48.029406761090534,0.24497,0.05679,0.00071,-0.006743657469734011,4.0000000000003574e-05,3.4471022242122134,-7.958939784484081e-145,3.6484899379722937e-143,8.662463722162499e-143,,,,3.491224781704981e-148,2.6195383585861e-146,-3.400350016969563e-145,-5.302283902963729e-06,0.0012211820581569392,0.01178648903384142,-9.229214233896439e-148,-6.119640418742456e-147,2.0242869110821755e-146,48.28626424844734,9.399792074163967e-143,1764,2760,2932,2980,2980
0.00333,-0.005050015915392471,4.970108316449593,48.01123380419737,0.24501,0.05705,0.00071,-0.006760545745418369,4.000000000000355e-05,3.455476051021324,2.3546209300923974e-144,4.1588776796984625e-143,7.513580122627577e-143,,,,2.9850180531107325e-147,2.3080111559394267e-145,-2.995704759592301e-144,-5.9607058937491935e-06,0.0016260159006622013,0.01569644757221514,-8.594633110977896e-148,-9.298136886410486e-147,2.6828379200693464e-146,48.267800587774936,8.591018112603568e-143,1764,2760,2932,2980,2980
0.00417,0.00014864041478664615,4.966372497337423,47.99459210371624,0.24397,0.05661,0.00071,-0.006774356331324327,4.0000000000003507e-05,3.4623294449436557,6.088803779323899e-144,4.344468974603933e-143,5.222408916192459e-143,,,,5.996560964605985e-147,4.646660782640648e-145,-6.031139521386535e-144,-6.162652367125155e-06,0.002035418783151854,0.019652079611272993,-5.1157732622041926e-148,-1.280168577491616e-146,3.2075861404468096e-146,48.25086244831801,6.820461925255043e-143,1764,2760,2932,2980,2980
0.005,0.004328310488855078,4.962727540018583,47.97975681403503,0.24491,0.0569,0.00071,-0.006784742262672463,4.0000000000003466e-05,3.467484854325615,1.0148661716254983e-143,4.0975398268297493e-143,1.7369075745800675e-143,,,,9.150184708620188e-147,7.096759599798831e-145,-9.21122491297526e-144,-5.980388980411545e-06,0.002439647339322673,0.023559339317238026,1.4947425030284048e-148,-1.6238554188111833e-146,3.4909103537608954e-146,48.23573102280789,4.564716190673785e-143,1764,2760,2932,2980,2980
0.00583,0.007390215719285176,4.959255819378529,47.96694674131792,0.24496,0.05679,0.00071,-0.006791549109921934,4.000000000000344e-05,3.470859124900683,1.4170845280943288e-143,3.3294876167828188e-143,-2.876337136751034e-143,,,,1.2133899825627326e-146,9.416203701898683e-145,-1.2221723131261154e-143,-5.503310200688843e-06,0.0028435861648587685,0.027465473539031778,1.139557859419278e-147,-1.9262208465818165e-146,3.444522467140572e-146,48.22263216148366,4.622437849698749e-143,1764,2760,2932,2980,2980
0.00667,0.009284479396498442,4.956040181747488,47.95632573346925,0.2448,0.05727,0.00071,-0.006794817234071808,4.000000000000345e-05,3.4724657267285433,1.7698725764181994e-143,1.9857962836262255e-143,-8.407681215457485e-143,,,,1.4570893967370157e-146,1.1312454004784862e-144,-1.4682934722211957e-143,-4.816279412528326e-06,0.0032521161906971623,0.03141770421153796,2.452647925620529e-147,-2.14522117384647e-146,2.979598342992877e-146,48.211737142932925,8.818443130030243e-143,1764,2760,2932,2980,2980
0.0075,0.010009994446227433,4.953158286473414,47.94800241337624,0.24423,0.05714,0.00071,-0.006794773104312818,4.000000000000352e-05,3.472411519366193,2.0208067498554537e-143,6.123151312984884e-145,-1.448932466074117e-142,,,,1.6043976248316518e-146,1.2461484222294967e-144,-1.617429210878871e-143,-4.030772440680192e-06,0.0036555345241361375,0.03532211326688826,3.9958903395364274e-147,-2.228558745994105e-146,2.0474268882640153e-146,48.20316185318119,1.4629693720062076e-142,1764,2760,2932,2980,2980
