TIME,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-4.581477290668127,3.385992907242561,34.54680557986468,0.10241,0.03994,0.00044,-0.002575512918806114,2.0111903077686905e-05,1.317428499280367,-2.6417529474199103e-208,-3.2694186239526104e-208,-5.0939664331953115e-208,,,,6.58669196977066e-212,5.1054377858136615e-210,-6.626503072497434e-209,0.0,0.0,0.0,0.0,-0.0,0.0,35.01337827039508,0.0,3252,4024,4184,4224,4484
0.00083,-4.574218057436029,3.388975059973277,34.5487175681482,0.10289,0.03993,0.00044,-0.002579399569217051,1.952055406933194e-05,1.3192503471182269,-2.938357492175759e-208,-4.645775089679774e-208,-7.897973148353148e-208,,,,7.878215115381545e-212,6.10718321931046e-210,-7.926704874611749e-209,-0.00037274209116434237,0.00027581910839730763,0.002812982390640327,-2.2717466616159912e-212,3.222394088725448e-212,-5.289213482742101e-212,35.014604215923484,0.0,3252,4024,4184,4224,4484
0.00167,-4.567180385752366,3.391628934674502,34.55032931825483,0.10311,0.04061,0.00044,-0.0025820623980947898,1.8934568884739197e-05,1.3204409210074595,-2.988318476581903e-208,-5.875561986754314e-208,-1.0577307468427002e-207,,,,8.641563968642288e-212,6.699638277768997e-210,-8.695677173801126e-209,-0.0007493859898205907,0.0005551935541847856,0.005660001320453905,-4.7136556942635236e-212,7.557395390957821e-212,-1.290139860246786e-211,35.01553283196447,0.0,3252,4024,4184,4224,4484
0.0025,-4.5606174313300745,3.3937851839046713,34.55147677513051,0.10283,0.03997,0.00044,-0.0025827127610254666,1.835693404208422e-05,1.3205996960872235,-2.719931967866271e-208,-6.782939815763776e-208,-1.2801081691929822e-207,,,,8.650322407316277e-212,6.707247017401666e-210,-8.705560057289757e-209,-0.0011209923306507426,0.0008314379410733216,0.008473239499224763,-7.037570073955042e-212,1.2710861352289973e-211,-2.2419091505486528e-211,35.01601857110294,0.0,3252,4024,4184,4224,4484
0.00333,-4.55474587729079,3.395328895370398,34.55199661974002,0.10188,0.04006,0.00043,-0.00258077993556085,1.7791578253478215e-05,1.3194382716961985,-2.077602189767768e-208,-7.180695718308991e-208,-1.42002277673087e-207,,,,7.701113392170504e-212,5.9722907016670766e-210,-7.751644882815942e-209,-0.001492092443989661,0.0011078329589117287,0.011286545556340035,-8.990718192540224e-212,1.8395666832744008e-211,-3.341172960598442e-211,35.01591693394534,0.0,3252,4024,4184,4224,4484
0.00417,-4.549727756741852,3.396209955122804,34.55172190269877,0.1022,0.04035,0.00044,-0.0025759823345657996,1.7244212564338005e-05,1.3168165148419246,-1.0323342060799286e-208,-6.887976248275791e-208,-1.4398228271318979e-207,,,,5.642356698888084e-212,4.3771814648162714e-210,-5.681309930833993e-209,-0.0018672149666590738,0.0013876579426297497,0.014133756966901558,-1.0272074186357393e-211,2.419224105641627e-211,-4.5194865463019795e-211,35.0150789112516,0.0,3252,4024,4184,4224,4484
0.005,-4.545658616694833,3.3964459922948986,34.550492165076584,0.10465,0.04025,0.00044,-0.0025683546352423463,1.6722634496068137e-05,1.3127562555133192,4.079120262689308e-209,-5.752070635235364e-208,-1.3050917388756853e-207,,,,2.404990141385388e-212,1.8682806981962432e-210,-2.4249350655424004e-209,-0.0022375017890012413,0.0016641971552330455,0.016947011754921793,-1.0526285822091148e-211,2.9338193743396915e-211,-5.636982439842157e-211,35.01335982860152,0.0,3252,4024,4184,4224,4484
0.00583,-4.542562925865819,3.3961182113565864,34.54817564466628,0.10362,0.03958,0.00044,-0.002558233173234415,1.6236480097150344e-05,1.307433744673144,2.1891928762570656e-208,-3.6729127364806473e-208,-9.893366239949835e-208,,,,-1.9677295646022323e-212,-1.520993063874548e-210,1.9741057586549136e-209,-0.002607496920331199,0.0019407326328100029,0.01976012216945814,-9.468965459699278e-212,3.3175245848773078e-211,-6.571078642792249e-211,35.01064034283964,0.0,3252,4024,4184,4224,4484
0.00667,-4.540397179188515,3.395361214796929,34.54469547947881,0.10315,0.03995,0.00044,-0.0025462096313353818,1.5796518910329564e-05,1.301155972553292,4.205235340681174e-208,-6.283108273128091e-209,-4.790547818236183e-208,,,,-7.294901513895157e-212,-5.650522662219336e-210,7.333951118174575e-209,-0.0029817330425796476,0.00222055516812638,0.022606886645515165,-6.834333145756386e-212,3.4947435981527257e-211,-7.176085269817629e-211,35.00685175924356,0.0,3252,4024,4184,4224,4484
0.0075,-4.539060308953393,3.3943482891888745,34.540049932484784,0.10302,0.0397,0.00044,-0.0025330652083962084,1.541363783360787e-05,1.2943270001135234,6.295198584127281e-208,3.3027004301328895e-208,2.21282922816058e-208,,,,-1.324114287979337e-211,-1.026042753456619e-209,1.3317294826295238e-208,-0.003351371376108137,0.002496974426597898,0.02541943025835432,-2.5594489884579913e-212,3.385865185837516e-211,-7.281028060197492e-211,35.00199591644993,0.0,3252,4024,4184,4224,4484
0.00833,-4.538409775231986,3.3932739188777696,34.534320214619854,0.10363,0.04022,0.00044,-0.0025196956385166104,1.5097675626905989e-05,1.287409494484738,8.246892909494085e-208,7.921481951949068e-208,1.0849073215957436e-207,,,,-1.931238460822876e-211,-1.4967790106479455e-209,1.9427136885191521e-208,-0.0037209287994404506,0.0027733087081216034,0.028231551478598176,3.360854589967679e-212,2.928911884789386e-211,-6.749258418843781e-211,34.99615327235779,0.0,3252,4024,4184,4224,4484
0.00917,-4.538280602808651,3.3923354826150107,34.52766506472727,0.10375,0.03969,0.00044,-0.0025070344768817637,1.4856282340584843e-05,1.280885162046724,9.806562657955225e-208,1.2899760535938146e-207,2.059741624091259e-207,,,,-2.486815595928045e-211,-1.927616306903657e-209,2.5019123141145315e-208,-0.0040949065963964805,0.0030528893866819083,0.031077043396077832,1.0799239352868134e-211,2.0710350518034585e-211,-5.453600160241824e-211,34.98947821386347,0.0,3252,4024,4184,4224,4484
0.01,-4.538504232117067,3.3917158481786363,34.52030465996662,0.10313,0.04005,0.00044,-0.0024959787961508786,1.4693954807000023e-05,1.2752161773283486,1.0695907639275302e-207,1.778130023679992e-207,3.0673944351198926e-207,,,,-2.915341694989121e-211,-2.260023032455678e-209,2.933355336276643e-208,-0.004464436122203559,0.0033290782924355142,0.03388808981552471,1.914610254792515e-211,8.219630461541314e-212,-3.3662661634960736e-211,34.98218390662087,0.0,3252,4024,4184,4224,4484
