TIME,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-0.19208555401836336,6.252139251284813,54.778193955130206,0.18992,0.04179,0.00061,-0.013448725724744445,8.000000000000864e-05,6.8712079105979935,1.2423044672155533e-281,1.0932806520866376e-280,1.5199214199359533e-280,,,,-2.971445271351607e-284,-2.301672568341022e-282,2.9874944486756414e-281,0.0,0.0,0.0,0.0,-0.0,0.0,55.13416975944575,0.0,4580,5428,5632,5676,5672
0.00083,-0.19000222332967898,6.2461978302291445,54.81530829273849,0.19021,0.04205,0.00061,-0.013431268873871952,8.000000000000886e-05,6.862792958616691,4.713587158041674e-282,9.459789999519341e-281,1.2512090686105101e-280,,,,-3.1243492904431194e-284,-2.417900491826356e-282,3.138380003326092e-281,-1.555536654750483e-05,0.0005088260500940555,0.0044617158667641064,6.976579867550736e-286,-8.302131932396832e-285,1.1281687888445935e-284,55.17036443061795,0.0,4580,5428,5632,5676,5672
0.00167,-0.1879776893696281,6.2405409049057115,54.85194486730019,0.19043,0.04209,0.00061,-0.013414280591850535,8.00000000000091e-05,6.8545925336243565,-5.587067209244221e-282,6.541484537712423e-281,7.715165229062722e-281,,,,-2.971416874245281e-284,-2.2968808168136597e-282,2.981330085939532e-281,-3.1128894910541685e-05,0.001023304659459082,0.00898022603146402,6.616688616854262e-286,-1.4894977067227062e-284,1.9615721870613382e-284,55.20611870185081,0.0,4580,5428,5632,5676,5672
0.0025,-0.1861119503231203,6.23528842966658,54.887148456347774,0.19069,0.04197,0.00061,-0.013398225088221737,8.000000000000937e-05,6.846821249265308,-1.8030429793759556e-281,2.114194581066084e-281,7.750543883813895e-282,,,,-2.4475909509307935e-284,-1.8884113425931927e-282,2.451181702431391e-281,-4.6358645276893014e-05,0.0015312143854135218,0.013447869129309713,-2.9983486755236224e-286,-1.8418833871668575e-284,2.3072217630169142e-284,55.24049714772982,0.0,4580,5428,5632,5676,5672
0.00333,-0.1844926821496783,6.230538161771992,54.91999017054364,0.19065,0.04151,0.00061,-0.013383607187817071,8.000000000000964e-05,6.839719313444603,-3.180984024855613e-281,-3.735340439326861e-281,-8.112653734810569e-281,,,,-1.5115389039378774e-284,-1.1607353493728932e-282,1.506712686154031e-281,-6.144651577180936e-05,0.0020387168846908734,0.017918282453518404,-2.328907021380098e-285,-1.7758841075582738e-284,2.0084970872247627e-284,55.272587814102515,0.0,4580,5428,5632,5676,5672
0.00417,-0.18318396189672218,6.226362077175664,54.94962137742977,0.19107,0.04197,0.00061,-0.013370957932636542,8.000000000000986e-05,6.833546672282985,-4.575394518494944e-281,-1.0739224134697824e-280,-1.8483695418994874e-280,,,,-1.5660475809599067e-285,-1.0901472908062041e-283,1.4163966018502876e-282,-7.659552885980916e-05,0.002551966088335995,0.022445130188518004,-5.524690108811395e-285,-1.1795030979793086e-284,9.126743093896706e-285,55.30155540853145,0.0,4580,5428,5632,5676,5672
0.005,-0.18221974400998872,6.222800878692256,54.9753245692075,0.19064,0.04193,0.00061,-0.013360796605442603,8.000000000000994e-05,6.8285642066698164,-5.835891406574351e-281,-1.8429551758565268e-280,-2.9584604429764375e-280,,,,1.5791505479705662e-284,1.2369124988915424e-282,-1.6053127379435974e-281,-9.147166183283022e-05,0.0030587901860138116,0.026920339625424526,-9.763280778195981e-285,8.001521799271985e-287,-1.0442582799030919e-284,55.3266912647112,0.0,4580,5428,5632,5676,5672
0.00583,-0.18160248188606878,6.219858398793032,54.996556703577134,0.19063,0.04183,0.00061,-0.01335357560102062,8.000000000000986e-05,6.825005265210483,-6.786620640404095e-281,-2.6136706227901025e-280,-4.037878503060872e-280,,,,3.605180029138508e-284,2.806543438998017e-282,-3.6426383218775815e-281,-0.00010628341038239756,0.003565349509189154,0.0313974598698615,-1.490209477020161e-284,1.8223607338152948e-284,-3.892572809919071e-284,55.347455833238065,0.0,4580,5428,5632,5676,5672
0.00667,-0.18130626389956012,6.217498077154209,55.01298137291319,0.19146,0.04204,0.00061,-0.013349618817803473,8.000000000000959e-05,6.823043140991954,-7.238947521430744e-281,-3.300959020693853e-280,-4.958564562579928e-280,,,,5.77442434273438e-284,4.4856296182452804e-282,-5.822050268293236e-281,-0.00012123597652625705,0.004077793470711132,0.03593007285768905,-2.0680909364240799e-284,4.2593064395235525e-284,-7.599287281824393e-284,55.36351030992561,0.0,4580,5428,5632,5676,5672
0.0075,-0.18128317647286932,6.215643330982381,55.02448809611278,0.19085,0.04156,0.00061,-0.013349065871872094,8.000000000000918e-05,6.822761035239509,-7.008969838918594e-281,-3.8061432123241757e-280,-5.57573165028132e-280,,,,7.884479222295504e-284,6.117126365921811e-282,-7.939712858672524e-281,-0.00013599753652797922,0.004583965307148485,0.0404098632959773,-2.6481450240399422e-284,7.152714365118687e-284,-1.18879572845234e-283,55.37473589866877,0.0,4580,5428,5632,5676,5672
0.00833,-0.18147154707982466,6.214182890765089,55.031198084202565,0.19099,0.04199,0.00061,-0.013351833673268535,8.000000000000872e-05,6.8241306955856995,-5.9392032004154e-281,-4.0242940682286355e-280,-5.739451607298315e-280,,,,9.68522017791534e-284,7.50714787244649e-282,-9.743970380994464e-281,-0.00015076582545589474,0.005090002177375158,0.044890395363907216,-3.1752845707307886e-284,1.0340602838590949e-283,-1.6494538116432937e-283,55.38124017666106,0.0,4580,5428,5632,5676,5672
