TIME,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-3.0775829875940204,-1.5782609436852033,90.08157039848791,0.19287,0.13465,0.00061,-0.000721291783902749,-2.7950324977952402e-09,0.36690341423498274,-2.394133713187998e-238,1.326450846630803e-237,-1.7765474494156606e-237,,,,1.0072599734793436e-240,7.825682033944081e-239,-1.015733693108375e-237,0.0,0.0,0.0,0.0,-0.0,0.0,90.14794368209196,0.0,3620,4592,4704,4744,4748
0.00083,-3.041117597079903,-1.5459364350710474,90.22520168099548,0.19322,0.13483,0.00061,-0.0007470361716028241,9.034237455519551e-07,0.38045140489550366,-8.930230198599565e-238,4.360642051100178e-238,-4.794540521059343e-238,,,,1.0534600886061189e-240,8.184477880373944e-239,-1.0623022027877163e-237,-0.00024910147885295246,-0.00012719076158523512,0.00734055915151389,-4.610318413947394e-242,-7.175463152894643e-242,-9.18452051291964e-242,90.28967457066649,0.0,3620,4592,4704,4744,4748
0.00167,-3.0055285330506964,-1.513786716214083,90.36700046589723,0.19295,0.13467,0.00061,-0.0007725411067066004,1.8042538084062941e-06,0.39386410507941594,-1.622812118323874e-237,-7.415616743745902e-238,1.2187869690392045e-237,,,,9.951025000331986e-241,7.73091303439192e-239,-1.0034302151626606e-237,-0.0004982353927065935,-0.0002532574748644851,0.014781319064370165,-1.4976062350292415e-241,-5.9167524800307514e-242,-6.13832102857118e-242,90.42963853288721,0.0,3620,4592,4704,4744,4748
0.0025,-2.971232883135142,-1.4815974144943775,90.50602774671646,0.19287,0.13501,0.00061,-0.0007983407216595025,2.696168723647534e-06,0.40740504704774183,-2.3681967368715748e-237,-2.1527390276059335e-237,3.2372454749029077e-237,,,,8.106201413939648e-241,6.297439547218009e-239,-8.173709771284817e-238,-0.0007415583151016433,-0.0003752040559018226,0.022144931352447987,-3.1224058051121367e-241,5.866379822837258e-242,1.200285545558375e-241,90.5669057340145,0.0,3620,4592,4704,4744,4748
0.00333,-2.938536879505274,-1.4491957859583875,90.64143847906789,0.19328,0.13474,0.00061,-0.0008249812743694365,3.5755827212913916e-06,0.4213455171511986,-3.050611104428748e-237,-3.7034516057670807e-237,5.437734346647463e-237,,,,4.866627442677898e-241,3.7803525701792832e-239,-4.90664287332976e-238,-0.0009821539067933786,-0.0004945210432820554,0.029519716423699008,-5.3284837594231175e-241,2.9707810319893807e-241,4.731999955608854e-241,90.70063691602667,0.0,3620,4592,4704,4744,4748
0.00417,-2.907611975196543,-1.4164832367425795,90.77251427619561,0.19306,0.13448,0.00061,-0.0008529703920224685,4.438284456916338e-06,0.4359389561962062,-3.57740630713883e-237,-5.258974543040664e-237,7.624792237391197e-237,,,,2.1782921951654835e-242,1.684278765381008e-240,-2.1853494317489335e-239,-0.0012230269319048028,-0.0006125927503753807,0.036994334105121374,-8.05935949333719e-241,6.663479853821149e-241,1.0114022158764462e-240,90.83011604187466,0.0,3620,4592,4704,4744,4748
0.005,-2.87848724323485,-1.383456531195284,90.89869312761968,0.19319,0.1344,0.00061,-0.0008827257974466301,5.278706463208335e-06,0.4513949539588955,-3.8483581815702384e-237,-6.647911533581437e-237,9.552020003708701e-237,,,,-5.702104240235221e-241,-4.431025887848055e-239,5.75133066089317e-238,-0.0014585877102359724,-0.000726582498237783,0.0443904414653418,-1.1082499603157983e-240,1.1510951778905156e-240,1.7106960074299846e-240,90.95478026520841,0.0,3620,4592,4704,4744,4748
0.00583,-2.8510580581281006,-1.3502143825111323,91.0195916790116,0.19305,0.1342,0.00061,-0.0009145326437152693,6.089332321322736e-06,0.4678574779116138,-3.764761795546748e-237,-7.671385990456067e-237,1.0935771632528643e-236,,,,-1.257692887952456e-240,-9.772285869734152e-239,1.2684015927399258e-237,-0.00169184609377241,-0.0008378743416411418,0.05179660771724697,-1.4181914942641965e-240,1.7340552590403685e-240,2.5447847366286614e-240,91.07424268333804,0.0,3620,4592,4704,4744,4748
0.00667,-2.825108169184951,-1.3169480824061481,91.13501564759929,0.19319,0.13437,0.00061,-0.0009485184631095247,6.860574890438113e-06,0.48539191877787946,-3.2407966951479467e-237,-8.117748287722876e-237,1.1476652468676875e-236,,,,-1.9899566730233825e-240,-1.546136695109278e-238,2.006814614944987e-237,-0.0019257154946701624,-0.0009477667695206635,0.05930174184831799,-1.7068345151977993e-240,2.384599169569897e-240,3.468221434446531e-240,91.1883033371469,0.0,3620,4592,4704,4744,4748
0.0075,-2.8003405538692485,-1.2839176510350567,91.24495592167142,0.19313,0.13458,0.00061,-0.0009846501547318375,7.581300406352013e-06,0.5039832278682842,-2.216510293826785e-237,-7.782645944935395e-237,1.0888532276261018e-236,,,,-2.697721162814332e-240,-2.0959991490975606e-238,2.7205062725917516e-237,-0.0021547359503587835,-0.001053651914827655,0.06672670406086036,-1.9290096686794441e-240,3.031928069372764e-240,4.37874165319007e-240,91.29694591222668,0.0,3620,4592,4704,4744,4748
0.00833,-2.7764121561054655,-1.2514180121496454,91.34957138099523,0.1929,0.13436,0.00061,-0.00102275069182373,8.239902578100403e-06,0.5235440206871241,-6.714120871632392e-238,-6.493667168433685e-237,8.933867958040166e-237,,,,-3.2958423081556856e-240,-2.5606642530568436e-238,3.3236149452326947e-237,-0.0023817739183109193,-0.0011568692326793992,0.07416040115914288,-2.0465813206931195e-240,3.61313819068769e-240,5.185741300328823e-240,91.40032113178403,0.0,3620,4592,4704,4744,4748
0.00917,-2.7529683704003136,-1.2197416161021342,91.44916306585222,0.19303,0.13452,0.00061,-0.001062528813177526,8.825617504924934e-06,0.5439292867649352,1.36266662786479e-237,-4.1380486604184087e-237,5.463107023557688e-237,,,,-3.688509837365556e-240,-2.865694555541948e-238,3.7195246292034304e-237,-0.00260959545476401,-0.0012586859516826288,0.08169207461582188,-2.0181002511071343e-240,4.0511861462680536e-240,5.778925463520617e-240,91.49872146594893,0.0,3620,4592,4704,4744,4748
0.01,-2.7296742026032828,-1.1891439041370748,91.54414592361832,0.19254,0.1343,0.00061,-0.0011036150832345634,9.329729315478452e-06,0.564954392483413,3.7910721672416095e-237,-6.911936418803566e-238,4.548920088490383e-238,,,,-3.7770226327830575e-240,-2.934408035070188e-238,3.808706115148852e-237,-0.002832802057874846,-0.0013567552945398474,0.08914200671474672,-1.8082838141501599e-240,4.24779184425809e-240,6.019856081128444e-240,91.59255339470468,0.0,3620,4592,4704,4744,4748
0.01083,-2.7062399574666136,-1.1598166049853258,91.63502276452593,0.19268,0.13461,0.00061,-0.0011456001790641633,9.746421376882788e-06,0.5864142897659363,6.44998552520559e-237,3.756948518217353e-237,-5.947182611268705e-237,,,,-3.469970633830205e-240,-2.6957889015649414e-238,3.4989848242260914e-237,-0.0030541062772025313,-0.0014523850003069839,0.0965995054407941,-1.391354993904096e-240,4.122980364610096e-240,5.796256692268036e-240,91.68231185086779,0.0,3620,4592,4704,4744,4748
0.01167,-2.682439990307345,-1.1318720960562692,91.72236160944905,0.19273,0.13456,0.00061,-0.0011880731805954743,1.0073178027938149e-05,0.6081027911136482,9.106056464098577e-237,8.981143189692205e-237,-1.3406266321214176e-236,,,,-2.695338426809636e-240,-2.0938912843874024e-238,2.717746323382908e-237,-0.0032761306684107143,-0.0015468071581672997,0.10415419639177062,-7.504149518607853e-241,3.5981455100608064e-240,4.998855889351875e-240,91.76855800304352,0.0,3620,4592,4704,4744,4748
0.0125,-2.658123533663006,-1.1053400522836534,91.80677492272612,0.19255,0.13431,0.00061,-0.0012306588924685148,1.0310765051561181e-05,0.629831408116229,1.1463658475026559e-236,1.4609587201924881e-236,-2.137781076452983e-236,,,,-1.4137022961489542e-240,-1.0980922940421744e-238,1.4252442687959805e-237,-0.0034935530203168337,-0.0016378874205444406,0.11162594283370028,8.700899788340852e-242,2.6377314897224866e-240,3.582743935075606e-240,91.8518988321063,0.0,3620,4592,4704,4744,4748
0.01334,-2.6332169394896168,-1.0801751104076536,91.88889851968135,0.19256,0.13438,0.00061,-0.001273054700831703,1.0462893791173486e-05,0.6514480293229962,1.3181003354469418e-236,2.0125870363531125e-236,-2.9114311806452803e-236,,,,3.686510348649169e-241,2.8671595895845113e-239,-3.7217090004718746e-238,-0.0037115668304916675,-0.0017279350162776477,0.11919457197087434,1.1024183545823003e-240,1.2065611671105702e-240,1.502367500905983e-240,91.93296623562114,0.0,3620,4592,4704,4744,4748
0.01417,-2.6077171506384627,-1.056271983500886,91.9693688390939,0.19234,0.13454,0.00061,-0.001315068073518945,1.0535708517478072e-05,0.6728560488439959,1.3895702860625474e-236,2.4887516691327844e-236,-3.5693854729643203e-236,,,,2.588161358006681e-240,2.011143230054783e-238,-2.610392358082109e-237,-0.0039249331187019175,-0.0018149129821413053,0.12667971782245113,2.2047516796581374e-240,-6.260013399733229e-241,-1.1360701710282925e-240,92.01239429501962,0.0,3620,4592,4704,4744,4748
0.015,-2.5816771738539854,-1.0334835222891285,92.04879896845253,0.1923,0.13405,0.00061,-0.00135665356171849,1.0537238162383636e-05,0.6940334074804457,1.3259473720548296e-236,2.8163494187415385e-236,-4.007567835805004e-236,,,,5.115688587752579e-240,3.974848415965994e-238,-5.159181656015973e-237,-0.004136201145743492,-0.0018999900634152753,0.13417137346114805,3.3102796510425923e-240,-2.7857875693632755e-240,-4.220761517327913e-240,92.09079507070959,0.0,3620,4592,4704,4744,4748
0.01584,-2.555185801967449,-1.0116379172500756,92.1277553735678,0.19192,0.13449,0.00061,-0.001397943290146487,1.0476930603622153e-05,0.7150484851702864,1.098058573918845e-236,2.9191616968391483e-236,-4.118383697050769e-236,,,,7.753258694191935e-240,6.024012324339192e-238,-7.818888592483975e-237,-0.0043478501740732865,-0.00198425315696717,0.14175981585314798,4.3090185809026664e-240,-5.148932859204832e-240,-7.568816067895151e-240,92.16873491553491,0.0,3620,4592,4704,4744,4748
0.01667,-2.528345384802446,-0.9905528964557005,92.20673802306428,0.19193,0.13432,0.00061,-0.0014392605872368713,1.0365348725224712e-05,0.73606751034711,6.871417569431429e-237,2.725480299157725e-236,-3.801720897001492e-236,,,,1.0237578403373816e-239,7.954069438744923e-238,-1.0323997008732392e-236,-0.00455480835398347,-0.0020657653482793526,0.14926434958106496,5.035800413601545e-240,-7.446951285405101e-240,-1.0793209449702741e-239,92.2467141001756,0.0,3620,4592,4704,4744,4748
0.0175,-2.501252237924425,-0.970046530679463,92.28616659739885,0.19184,0.1346,0.00061,-0.0014811065436131018,1.0214060342146338e-05,0.757348165692373,8.972107669561874e-238,2.177277927631342e-236,-2.9780706703887525e-236,,,,1.2251744075001497e-239,9.518806038574116e-238,-1.2354933794579908e-236,-0.004759570817601115,-0.002145584291857166,0.15677533246752096,5.352072926118391e-240,-9.442937700904334e-240,-1.3553364293660823e-239,92.32515257649055,0.0,3620,4592,4704,4744,4748
0.01834,-2.47398350641414,-0.9499453973751166,92.36637483668075,0.19221,0.1345,0.00061,-0.0015241155615901751,1.0035705838938278e-05,0.7792172508394855,-6.779068890822226e-237,1.2403197453180948e-236,-1.6028807969333728e-236,,,,1.3446042829117085e-239,1.0446522300042581e-237,-1.3559046578602678e-236,-0.004964560480739352,-0.0022246917992768704,0.16438338647968787,5.109728607698863e-240,-1.0851056294112957e-239,-1.544080791722688e-239,92.40438404706896,0.0,3620,4592,4704,4744,4748
0.01917,-2.4465919529346163,-0.9300910570760449,92.44761333333065,0.19182,0.13446,0.00061,-0.001568985796347975,9.844184181232285e-06,0.8020353072886969,-1.5761787260632495e-236,-8.565415716664346e-238,3.191219904610713e-237,,,,1.3467975507004303e-239,1.0463358920807679e-237,-1.3580880588866841e-236,-0.005164884488552629,-0.002301230903392259,0.1719074411590713,4.192056542488913e-240,-1.1321137975033236e-239,-1.5963445383723851e-239,92.4846586877393,0.0,3620,4592,4704,4744,4748
0.02,-2.419107331971124,-0.9103453924863356,92.53005837687213,0.19212,0.13427,0.00061,-0.0016163982190392223,9.65486490460884e-06,0.8261551650181272,-2.5404154289115844e-236,-1.7577867709454407e-236,2.7212385900712155e-236,,,,1.2000642047139812e-239,9.323120408760496e-238,-1.2100887822333376e-236,-0.005362974404990069,-0.002376157831908618,0.17943815964090123,2.516129313086332e-240,-1.0570645521584884e-239,-1.4725668985980449e-239,92.56615208727531,0.0,3620,4592,4704,4744,4748
0.02084,-2.3915413200700617,-0.8905949794796614,92.6138223806999,0.19191,0.13448,0.00061,-0.0016669396687981734,9.484714680476098e-06,0.8518822789516441,-3.4812659639905103e-236,-3.6832966413585123e-236,5.465579216256792e-236,,,,8.807470979291652e-240,6.842026806720765e-238,-8.880533027711832e-237,-0.00556118275075147,-0.002450360177114361,0.18706645781587472,3.507614558280977e-242,-8.328810334047407e-240,-1.135253631341718e-239,92.64897584575291,0.0,3620,4592,4704,4744,4748
0.02167,-2.3638931361421913,-0.8707545856692315,92.69896142970939,0.1912,0.13465,0.00061,-0.0017210413011789624,9.352224718315038e-06,0.8794427630441385,-4.288008778084403e-236,-5.716386718185361e-236,8.339275687945999e-236,,,,3.780029076434682e-240,2.935857845958434e-238,-3.810504880007478e-237,-0.005754783620615555,-0.00252206735993592,0.19461081921397216,-3.1279121410370087e-240,-4.5020582431267156e-240,-5.732372809092678e-240,92.73318529229066,0.0,3620,4592,4704,4744,4748
0.0225,-2.336154328187413,-0.8507700170556186,92.78547731248545,0.19162,0.13458,0.00061,-0.00177893814507015,9.277040777077284e-06,0.9089621453264012,-4.835111326079639e-236,-7.660209596626322e-236,1.105800147153582e-235,,,,-3.0155702361091533e-240,-2.3439923106657316e-238,3.042486914053279e-237,-0.00594612960295961,-0.0025921532087997525,0.20216216894182504,-6.842071182243756e-240,9.437547655778484e-241,2.1645496816897714e-240,92.81878164882785,0.0,3620,4592,4704,4744,4748
0.02334,-2.3083124778156883,-0.8306206158766314,92.87331351771556,0.19094,0.13465,0.00061,-0.00184065088871237,9.27923054794433e-06,0.9404555112894856,-4.992193313183954e-236,-9.27502725948981e-236,1.3278368868159678e-235,,,,-1.1299187607359056e-239,-8.77984457213957e-238,1.1395903064371316e-236,-0.00613749092430055,-0.002661429865657827,0.209811682441611,-1.0891117239713144e-239,7.921411055034822e-240,1.2191620989051116e-239,92.90570811776124,0.0,3620,4592,4704,4744,4748
0.02417,-2.2803541888317844,-0.810321495356056,92.96234608932565,0.1911,0.13458,0.00061,-0.0019059878674136574,9.37817154931086e-06,0.973828071600206,-4.637200563528061e-236,-1.0293321024393667e-235,1.4620208197270286e-235,,,,-2.0550349030860272e-239,-1.5967297781862192e-237,2.0724848599894643e-236,-0.006324302427299769,-0.0027282350804192766,0.21737733089770306,-1.481138792783076e-239,1.5887979166628054e-239,2.354955019104365e-239,92.99384079918367,0.0,3620,4592,4704,4744,4748
0.025,-2.2522679014846356,-0.7899250044144424,93.05237147361478,0.19071,0.13451,0.00061,-0.0019745632305292636,9.59110252128633e-06,1.008884144965344,-3.6721882065857535e-236,-1.0442038525183097e-235,1.4698906309975855e-235,,,,-3.0001561076818857e-239,-2.3310038677545387e-237,3.0255336792587297e-236,-0.006508832271529686,-0.0027933835157946834,0.2249502690717667,-1.819426473697565e-239,2.432965506965401e-239,3.5485801493661177e-239,93.08297658044813,0.0,3620,4592,4704,4744,4748
0.02584,-2.2240471056475353,-0.7695202966568051,93.1430955746002,0.19093,0.13469,0.00061,-0.002045826685162662,9.9314467829725e-06,1.0453422168071052,-2.040660909329983e-236,-9.471422351353356e-236,1.316691259404879e-235,,,,-3.865725595619579e-239,-3.003456486924657e-237,3.8983399211311583e-236,-0.006693265402453545,-0.002857635781089421,0.23262189470508723,-2.0548072829715244e-239,3.2534399220004527e-239,4.696707619849737e-239,93.17282221889715,0.0,3620,4592,4704,4744,4748
